county_name,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,Households,Mean,Stdev
"Clark County, AR",386.93224289999995,5,10,4,69,201,486,19,1,22743,4618.0,106709.45506967542,119052333.64406338
"Colquitt County, GA",386.8179363,4,11,41,123,403,1250,65,9,46275,500.0,67279.6628805825,238104667.28812677
"Roosevelt County, MT",386.5168539,0,6,1,36,51,207,12,2,11125,147.0,120295.65260464312,119052333.64406338
"Santa Cruz County, CA",386.3870031,10,76,220,735,1633,6104,972,43,269419,54805.0,148890.65785192887,892892502.3304756
"Bienville Parish, LA",386.2384665,0,4,5,45,60,118,10,0,13981,2081.0,71446.04848827621,416683167.7542218
"Macon County, IL",386.17105,6,35,111,270,1090,1776,97,35,109278,3949.0,139951.3012759873,416683167.7542218
"Jennings County, IN",385.96366980000005,0,8,0,102,310,420,15,0,28241,3853.0,93338.47328118584,119052333.64406338
"Chatham County, GA",385.72875439999996,24,39,537,474,2458,6876,759,39,278434,72462.0,115612.08358260112,535735501.39828515
"Shannon County, MO",385.68157169999995,0,2,0,30,28,91,12,0,8297,719.0,54416.8777683602,119052333.64406338
"Jackson County, AL",385.26184589999997,0,17,2,185,452,858,84,11,52951,2027.0,87335.23929541041,416683167.7542218
"Caddo County, OK",385.21321889999996,1,8,3,102,178,286,35,8,29594,1938.0,85557.1106501051,357157000.9321901
"Adams County, IA",385.2080123,0,1,0,14,11,36,2,0,3894,855.0,102417.8341399929,119052333.64406338
"Liberty County, GA",385.1251267,2,26,41,178,601,1482,79,6,64135,14150.0,92515.59071003957,297630834.11015844
"Panola County, MS",383.6986222,5,5,6,116,627,1005,29,0,34402,639.0,79784.34152635961,119052333.64406338
"Bedford County, TN",383.43391210000004,1,19,16,140,236,658,33,2,45901,923.0,71126.84360973947,238104667.28812677
"Vermilion Parish, LA",383.1029653,7,18,32,170,458,918,47,0,59253,2154.0,93008.65425451964,178578500.4660951
"Buchanan County, MO",382.6800995,1,22,93,227,1065,3573,384,29,89631,29044.0,99215.70337268864,357157000.9321901
"Terrebonne Parish, LA",382.2650312,5,26,100,300,764,3386,243,8,112749,23204.0,121819.38504499529,238104667.28812677
"Ford County, KS",381.9753583,2,24,16,91,300,864,42,9,34819,9536.0,110592.41055590818,238104667.28812677
"Angelina County, TX",381.97184389999995,5,29,53,247,789,2223,108,11,87441,16324.0,108906.9042622533,357157000.9321901
"Berkeley County, SC",381.9193898,16,64,134,527,1425,4061,513,62,194020,20837.0,124350.1521837859,357157000.9321901
"Irwin County, GA",381.8818288,0,9,0,27,73,171,11,2,9427,1026.0,68655.5187458495,59526166.82203169
"Niagara County, NY",381.7987482,4,47,207,560,1437,4425,228,61,214249,8767.0,100703.88568164277,476209334.5762535
"DeKalb County, AL",381.6202667,0,20,9,242,558,1085,131,10,71013,5407.0,88016.3224858901,654787835.0423486
"Stephens County, GA",381.5753611,4,5,15,74,161,733,20,0,25683,2828.0,106937.379174181,59526166.82203169
"Livingston Parish, LA",381.19251339999994,1,12,60,437,938,2678,126,0,134053,4227.0,106469.8898884851,297630834.11015844
"Navarro County, TX",380.9484158,0,30,37,116,579,1230,56,1,48038,11033.0,97300.92499789759,714314001.8643804
"Giles County, TN",379.18319069999995,1,10,13,85,210,441,19,4,28746,662.0,71341.9473098842,119052333.64406338
"El Paso County, CO",379.058506,20,448,566,1449,4680,14760,2068,117,655044,28368.0,132912.7538459267,595261668.2203169
"Butler County, OH",378.9674417,10,194,305,897,3621,11081,421,96,371272,33051.0,103470.89636356676,595261668.2203169
"Jasper County, TX",378.6922494,2,32,7,94,201,554,21,1,35649,3251.0,67380.84651715161,178578500.4660951
"Pickens County, SC",378.0387052,9,34,41,369,1017,3346,333,12,119829,4202.0,72917.40191809072,297630834.11015844
"Warren County, TN",377.8306018,1,16,9,125,262,718,74,7,39965,130.0,72630.05801111761,119052333.64406338
"Elbert County, GA",377.57028419999995,2,3,9,60,204,523,34,0,19599,2182.0,59377.66612779451,119052333.64406338
"Summit County, OH",377.428833,27,256,656,1105,4547,11196,997,145,541824,47067.0,143024.15452130037,595261668.2203169
"Santa Barbara County, CA",377.0969275,6,146,311,1180,2430,6933,801,54,435697,23396.0,132461.5190688259,654787835.0423486
"Terrell County, GA",376.85657280000004,2,1,1,30,81,61,6,2,9022,1516.0,46306.1386739939,59526166.82203169
"Scott County, KY",376.39898289999996,1,26,33,127,352,1001,71,4,49947,355.0,61644.89234011881,59526166.82203169
"Charles County, MD",376.15135019999997,6,32,154,383,615,2549,186,30,152864,4904.0,148911.34623116278,297630834.11015844
"Allendale County, SC",376.05447710000004,0,1,4,32,151,176,14,3,9839,83.0,97610.09833550661,119052333.64406338
"Grimes County, TX",376.0378272,1,7,8,85,187,339,42,0,26859,2671.0,78745.5702548787,119052333.64406338
"Kalamazoo County, MI",375.8885967,13,149,223,580,1635,5447,320,61,256725,2880.0,106272.90383471278,238104667.28812677
"Washoe County, NV",375.8089692,12,75,411,1132,2626,7466,1228,66,433731,39714.0,124296.44426980613,416683167.7542218
"Assumption Parish, LA",375.21024710000006,2,13,7,65,96,290,21,3,23187,1092.0,122439.446659848,59526166.82203169
"Onondaga County, NY",374.9036587,15,111,539,1091,2988,8553,592,63,468387,20568.0,108826.94918299463,714314001.8643804
"Rock Island County, IL",374.8523,4,42,80,426,721,3039,119,26,147258,39453.0,114083.79893622022,595261668.2203169
"Gaston County, NC",374.8448095,6,50,194,535,1826,4872,377,49,209420,32293.0,111067.0528318025,238104667.28812677
"Anderson County, TX",374.5382996,3,22,23,169,427,847,93,7,57938,6584.0,119942.783311945,59526166.82203169
"Essex County, MA",374.13940069999995,8,146,561,2138,2930,9992,1459,36,762550,136178.0,136926.08641697807,654787835.0423486
"Atkinson County, GA",373.94451150000003,1,2,4,24,72,138,7,0,8290,596.0,106181.64696778801,59526166.82203169
"Henderson County, TX",373.68922779999997,2,48,18,226,657,1262,172,7,78675,8320.0,112459.51912659779,892892502.3304756
"Wyoming County, WV",373.6044137,1,5,7,73,131,266,25,3,23019,781.0,54206.61359114852,297630834.11015844
"Hart County, GA",373.3396212,0,3,6,86,200,677,14,0,25446,1688.0,102977.96001018479,178578500.4660951
"Campbell County, TN",372.7819474,1,19,25,105,591,996,59,20,40238,2422.0,85101.14576700795,238104667.28812677
"Winston County, AL",372.7325437,1,12,3,74,177,385,48,6,24146,2479.0,85026.75236913696,357157000.9321901
"Douglas County, KS",372.63168939999997,0,60,57,309,745,3625,219,39,114322,2419.0,109641.88291647747,119052333.64406338
"Mason County, IL",371.9820326,0,10,3,40,46,134,15,0,14248,2586.0,95434.8324461491,357157000.9321901
"Kent County, TX",371.74721189999997,0,0,0,3,5,7,1,0,807,17.0,60837.4253973328,59526166.82203169
"Sunflower County, MS",371.4683716,2,5,28,69,275,552,4,0,27997,2859.0,68327.67763609903,297630834.11015844
"Cass County, MN",371.2134477,3,84,1,18,216,785,58,2,28555,880.0,72484.62798759247,476209334.5762535
"Columbus County, NC",370.3315515,4,17,55,136,959,1325,123,14,57246,4126.0,88530.71720059424,416683167.7542218
"Seminole County, GA",368.92118500000004,1,1,4,27,55,125,5,0,8945,1106.0,76197.43612383945,119052333.64406338
"San Diego County, CA",368.6724057,107,692,3200,7840,14076,43412,12136,346,3211252,800324.0,149193.92171343064,1547680337.3728247
"Williams County, ND",368.305457,1,17,2,89,92,793,172,5,29595,421.0,107818.74665353008,297630834.11015844
"Brown County, TX",368.2216747,3,18,10,108,214,935,30,5,37749,7459.0,102328.0034887675,178578500.4660951
"Kay County, OK",368.1546249,0,29,33,106,323,1143,70,16,45633,5187.0,89222.30773882494,238104667.28812677
"Taylor County, TX",367.5894928,3,42,126,322,1083,3256,178,19,134117,1795.0,147906.55079975238,297630834.11015844
"Musselshell County, MT",367.249946,0,6,0,11,11,74,6,1,4629,40.0,44611.4150638067,59526166.82203169
"Spokane County, WA",366.5013204,18,139,658,942,6147,19138,2910,98,479398,49090.0,99592.91900734178,595261668.2203169
"Mercer County, WV",366.22354160000003,5,7,34,181,523,968,112,6,61984,4967.0,80437.29440485092,297630834.11015844
"Rhea County, TN",366.0074432,0,4,8,107,201,483,74,1,32513,3451.0,82413.6264653254,119052333.64406338
"Marshall County, IA",365.9072059,1,1,6,142,319,634,45,11,40994,11073.0,105963.4002100576,476209334.5762535
"Morgan County, TN",365.0467716,2,5,4,69,161,270,31,1,21915,1474.0,90478.68006534531,297630834.11015844
"Plymouth County, MA",365.0020422,7,94,307,1424,2429,6462,408,65,501915,51432.0,122446.2006360212,773840168.6864121
"Boone County, MO",364.81176769999996,3,46,180,394,1023,4327,200,24,170773,48708.0,125832.31262439297,416683167.7542218
"Lancaster County, NE",364.6022704,4,192,201,686,1755,8718,323,32,297036,1064.0,121261.63069801565,476209334.5762535
"Allegany County, MD",364.5217013,3,22,42,201,571,1907,67,13,73521,8743.0,102257.3547067989,1369101836.9067295
"Caldwell County, TX",364.4983687,0,21,15,107,223,523,40,2,39232,4598.0,97629.58736188756,238104667.28812677
"Monroe County, AR",364.4884145,1,3,5,19,57,133,6,2,7682,1306.0,89841.0350177777,59526166.82203169
"Pratt County, KS",364.44624419999997,0,3,1,32,64,205,19,2,9878,202.0,67024.63673747997,297630834.11015844
"Mahoning County, OH",364.3065135,25,60,311,456,2855,4970,436,283,233869,44022.0,78259.44587493596,476209334.5762535
"Scurry County, TX",364.1197549,1,9,4,49,108,260,20,1,17302,137.0,137664.936186165,59526166.82203169
"Glacier County, MT",363.9275056,1,2,0,47,39,120,10,0,13739,1623.0,76872.69398424466,238104667.28812677
"Dixie County, FL",363.8644918,0,5,5,48,213,194,27,4,15940,788.0,68730.4294944412,59526166.82203169
"Reynolds County, MO",363.69146839999996,3,0,0,21,33,41,6,7,6599,174.0,102730.84721668229,119052333.64406338
"Jackson County, AR",363.3267102,0,10,15,38,235,557,50,7,17615,1819.0,96577.34088646961,357157000.9321901
"Newton County, GA",363.1181305,5,26,54,287,986,1612,248,11,102446,5792.0,98012.94355162428,119052333.64406338
"Lamar County, TX",362.1575689,5,10,37,127,441,1267,42,0,49426,12280.0,96900.00429760534,297630834.11015844
"Cape Girardeau County, MO",362.131402,3,15,68,194,691,2528,105,22,77320,21069.0,110132.9347834198,297630834.11015844
"Sonoma County, CA",362.0019191,4,152,232,1404,1826,5982,706,62,495025,41548.0,152128.84123158755,1011944835.974539
"Drew County, AR",361.9909502,1,8,5,54,151,423,23,2,18785,314.0,57603.01562891282,238104667.28812677
"Bladen County, NC",361.62213360000004,2,2,20,102,454,961,41,13,34843,3079.0,102028.86740174619,357157000.9321901
"Walton County, FL",361.1617369,1,14,18,183,375,980,70,5,59807,230.0,84488.34796117179,59526166.82203169
"Worcester County, MD",360.32545530000004,1,16,31,138,432,1750,33,9,51620,9617.0,134559.37152301767,416683167.7542218
"Poinsett County, AR",360.3230483,2,23,7,55,217,424,16,5,24145,512.0,95047.4206495686,119052333.64406338
"Lincoln County, OR",360.30204960000003,0,19,16,132,320,973,60,17,46350,9368.0,98470.86948914769,238104667.28812677
"Yakima County, WA",359.45013839999996,19,76,218,575,3051,5578,1684,54,247044,20251.0,95389.86191044968,1071471002.7965708
"Washington County, IA",358.8462412,0,13,1,65,61,103,9,1,22015,4211.0,98320.62325843071,297630834.11015844
"Atchison County, KS",358.23034210000003,0,2,6,52,112,343,22,6,16749,205.0,90176.49911559038,119052333.64406338
"Robertson County, TX",357.8794128,0,3,5,51,126,194,11,6,16486,1013.0,79264.53542406048,119052333.64406338
"Navajo County, AZ",357.8017555,3,13,13,355,659,1702,88,8,107322,11777.0,87768.74269797817,1428628003.7287612
"Fannin County, GA",357.74410770000003,0,3,2,80,172,285,39,4,23760,134.0,64237.0582689109,59526166.82203169
"Henry County, VA",357.29897180000006,5,10,28,145,380,823,75,6,52617,5076.0,93225.25626233904,297630834.11015844
"Franklin County, IL",357.1246365,0,6,9,125,257,522,39,2,39202,10403.0,85323.35527450232,714314001.8643804
"Gilpin County, CO",357.079093,0,3,0,16,28,185,9,0,5601,15.0,88999.5,59526166.82203169
"Floyd County, GA",356.9154987,5,25,56,256,903,2700,144,36,95821,2721.0,94842.23137358895,178578500.4660951
"Monroe County, NY",356.854134,41,175,1011,1447,4968,16774,976,233,749606,121205.0,99900.2424635537,595261668.2203169
"Amador County, CA",355.9790794,0,5,14,111,241,512,44,2,36519,4358.0,116810.33740140893,595261668.2203169
"Ouachita County, AR",355.9715223,2,1,11,75,240,471,8,3,25002,6001.0,81614.22161153317,297630834.11015844
"Boone County, AR",355.653011,1,21,3,108,292,737,71,9,37396,6087.0,93534.56812081412,416683167.7542218
"Orange County, TX",355.6059163,1,16,47,231,675,1401,184,5,82957,2347.0,107458.75386595933,119052333.64406338
"Santa Fe County, NM",355.4397889,6,24,136,358,2735,2421,252,31,147423,44609.0,136174.2212149168,1130997169.6186025
"Chilton County, AL",354.94072939999995,0,13,14,129,389,886,87,8,43951,5120.0,95151.46546133661,238104667.28812677
"Suwannee County, FL",354.415329,1,2,17,135,337,402,26,1,43734,2501.0,69078.36191422651,59526166.82203169
"Hillsborough County, FL",353.83074039999997,53,187,1130,3200,7139,21548,1811,110,1291578,318901.0,135060.6000996346,833366335.5084438
"Obion County, TN",353.3455398,0,11,12,87,220,828,35,9,31131,965.0,64200.868446272645,238104667.28812677
"St. Martin Parish, LA",353.25676289999996,3,6,16,162,185,823,13,0,52936,599.0,69388.3877111518,297630834.11015844
"Floyd County, TX",353.13001610000003,1,2,1,18,41,67,8,5,6230,1131.0,94914.2506826232,59526166.82203169
"Williamson County, IL",352.6388142,0,14,14,208,507,429,66,6,66924,14110.0,101490.94934527739,357157000.9321901
"Beaufort County, NC",351.84560930000004,1,7,36,123,504,1007,33,12,47464,1677.0,85812.61902060754,357157000.9321901
"Caldwell County, MO",351.7643179,0,1,0,31,72,108,6,0,9097,487.0,73698.09690129093,178578500.4660951
"Caroline County, MD",351.75725689999996,3,11,21,80,336,572,40,10,32693,2138.0,98573.9297838428,416683167.7542218
"Limestone County, TX",351.53905510000004,2,10,7,63,246,380,46,6,23326,1400.0,88174.09776786828,178578500.4660951
"Elko County, NV",351.2522908,6,39,10,129,343,778,137,4,52384,8471.0,131969.72845096586,357157000.9321901
"Mitchell County, TX",350.98915120000004,0,0,0,33,83,114,3,2,9402,1927.0,89176.49800035836,178578500.4660951
"Tillman County, OK",350.1491376,0,1,2,24,68,108,5,4,7711,375.0,62771.559652543394,178578500.4660951
"Granville County, NC",350.0643501,0,5,46,153,712,1032,62,10,58275,4230.0,84956.20328523348,178578500.4660951
"Lexington County, SC",349.95178119999997,12,81,156,709,1500,5487,636,19,273752,27411.0,99393.15192019075,595261668.2203169
"Providence County, RI",348.8705059,30,222,632,1310,4292,11939,2280,114,628600,57583.0,106353.18675081278,476209334.5762535
"Harrison County, TX",348.35391560000005,3,12,20,198,597,971,72,8,66886,1470.0,126959.08144049357,119052333.64406338
"Polk County, FL",348.309575,39,126,421,1584,5796,12467,825,90,623009,99446.0,100450.44992560294,1130997169.6186025
"Dickson County, TN",348.1478534,4,17,3,151,328,1008,51,9,50266,5671.0,101007.78901295699,59526166.82203169
"Swisher County, TX",347.8036841,0,1,2,24,54,66,3,0,7763,1840.0,82287.17206846397,119052333.64406338
"Grant County, NM",347.79050739999997,0,17,17,68,207,521,36,3,29328,1725.0,73048.84424394897,773840168.6864121
"Cross County, AR",347.6179622,0,5,3,53,190,244,8,5,17548,727.0,84638.61117587506,119052333.64406338
"Yuma County, AZ",346.4197494,8,41,72,576,1567,3078,394,45,201201,7141.0,73124.99773966646,535735501.39828515
"Napa County, CA",345.6237618,2,30,71,382,658,1895,310,11,140326,4312.0,182186.7270094728,297630834.11015844
"Stokes County, NC",345.5825534,2,5,9,145,452,823,63,5,46588,2788.0,87657.26490455502,178578500.4660951
"Travis County, TX",345.42006180000004,32,236,997,2607,8244,36913,2419,152,1120954,16867.0,157825.04516724538,892892502.3304756
"Blount County, TN",345.3265014,3,38,43,348,987,2066,162,6,125099,2750.0,77379.28219511118,238104667.28812677
"Clinton County, MO",345.14607939999996,1,4,2,64,108,321,20,7,20571,2173.0,89339.12955183002,238104667.28812677
"Union County, NJ",345.0942625,28,74,966,824,2613,7099,1832,34,548256,37534.0,154096.42921400402,297630834.11015844
"DeKalb County, TN",344.395742,2,1,9,54,159,361,28,5,19164,2090.0,135184.6897478751,119052333.64406338
"Torrance County, NM",343.5770185,0,3,0,51,125,162,24,3,15717,914.0,56850.62052443337,416683167.7542218
"San Patricio County, TX",343.22693799999996,4,35,16,172,517,1354,65,9,66137,5566.0,118198.77138312331,476209334.5762535
"Ste. Genevieve County, MO",343.120711,1,3,1,56,38,180,13,1,17778,124.0,51845.01278013543,119052333.64406338
"Anderson County, TN",342.85562999999996,3,26,37,193,646,1540,178,17,75542,1074.0,102824.24502251348,119052333.64406338
"Hughes County, SD",342.7004798,4,17,3,36,69,436,31,3,17508,6006.0,113307.64625116701,119052333.64406338
"Lauderdale County, MS",342.66204799999997,12,42,134,87,1064,1468,219,11,80254,17141.0,102423.94931035682,238104667.28812677
"Hansford County, TX",342.0342034,0,0,3,16,20,56,11,1,5555,1677.0,103831.29876603173,119052333.64406338
"McCormick County, SC",341.8116015,0,2,4,28,56,106,20,0,9947,992.0,64523.96969698312,297630834.11015844
"Coffee County, AL",341.591739,2,5,12,155,321,786,73,13,50938,10577.0,115174.85823236482,119052333.64406338
"Hamilton County, FL",341.3682597,0,0,5,44,148,178,11,1,14354,373.0,62586.28619007581,59526166.82203169
"St. Joseph County, IN",341.1958352,21,91,388,410,2626,5877,525,56,266709,73407.0,106747.38394886411,476209334.5762535
"Thomas County, GA",340.9926675,3,13,32,105,536,1155,100,9,44869,8547.0,96271.54890628869,297630834.11015844
"Tunica County, MS",340.9090909,4,10,13,9,77,379,48,1,10560,1051.0,70064.20379094347,119052333.64406338
"Saline County, IL",340.8316292,0,3,4,78,198,270,29,3,24939,5334.0,93690.38990263714,238104667.28812677
"Surry County, VA",339.98521800000003,1,0,3,19,30,33,6,1,6765,297.0,132877.2322460269,178578500.4660951
"Weakley County, TN",339.6226415,2,3,4,108,194,555,26,4,34450,6039.0,80448.59245520363,238104667.28812677
"Laurens County, GA",339.59040810000005,3,4,54,102,486,1384,75,1,47999,6345.0,101653.8749846288,297630834.11015844
"Cheatham County, TN",339.3092272,1,7,9,117,211,609,68,2,39492,1807.0,120668.9621664807,119052333.64406338
"Saline County, KS",339.0742734,2,25,26,136,493,1900,119,25,55740,669.0,92517.26640987967,416683167.7542218
"Pulaski County, IL",338.5240352,0,3,2,15,27,37,1,0,5908,684.0,71372.24448096944,238104667.28812677
"Lee County, FL",337.9139787,45,109,553,1527,4171,9927,923,46,661115,103919.0,121172.50577324169,1071471002.7965708
"Cleveland County, OK",337.8629242,13,116,210,571,2383,6949,908,40,269340,72968.0,131973.23919894954,297630834.11015844
"Winn Parish, LA",337.5413488,1,0,8,41,102,174,17,0,14813,2431.0,82416.53152771523,357157000.9321901
"King County, WA",337.2057704,57,574,2572,3691,17559,53262,9545,310,2044449,255853.0,163373.49524275315,1845311171.4829834
"Grady County, OK",337.1519046,1,21,13,146,443,853,93,9,53685,8678.0,104272.29955676649,416683167.7542218
"Los Alamos County, NM",337.1165299,0,10,0,49,39,164,5,3,17798,5249.0,178151.34473495898,59526166.82203169
"Adams County, CO",336.32215310000004,22,274,238,1044,2175,9187,1464,101,469193,84575.0,120431.10638987544,595261668.2203169
"Bastrop County, TX",336.30069239999995,0,51,20,184,505,1205,98,8,75825,2866.0,89532.1276635531,238104667.28812677
"Wilcox County, AL",336.0749978,0,1,5,32,45,103,11,2,11307,1204.0,71655.61241603174,178578500.4660951
"Tate County, MS",334.8253621,1,5,16,73,153,319,25,2,28373,474.0,61941.1370871838,59526166.82203169
"Coconino County, AZ",334.70290539999996,4,47,56,350,555,3598,117,52,136539,4230.0,127102.09010897671,476209334.5762535
"Labette County, KS",334.67202139999995,0,6,5,59,178,416,28,9,20916,5510.0,88544.29367291082,297630834.11015844
"Lewis County, TN",334.420199,0,3,4,33,52,230,20,3,11961,1481.0,58146.567989232004,59526166.82203169
"Sutter County, CA",333.508128,5,26,45,242,758,1786,288,15,95350,25723.0,114922.50254735604,416683167.7542218
"Seward County, KS",333.47584439999997,0,13,7,58,163,423,21,0,23390,108.0,110933.605166049,59526166.82203169
"Sevier County, TN",333.4402052,1,30,44,237,1364,2529,206,8,93570,8104.0,87996.868826434,238104667.28812677
"Berkshire County, MA",333.371918,0,67,55,311,891,1885,93,16,129585,30149.0,110570.94949038689,357157000.9321901
"Washington County, CO",333.12513010000004,0,3,0,13,15,57,5,1,4803,940.0,90282.53145895395,119052333.64406338
"Hamilton County, IA",333.0721003,0,0,3,48,70,175,20,2,15312,4009.0,101050.36345689205,297630834.11015844
"Houston County, GA",331.8479188,8,31,166,285,1142,4198,211,18,147658,2993.0,116547.80222417295,178578500.4660951
"Berks County, PA",331.78484289999994,21,94,481,776,2462,6058,797,45,413521,74242.0,98993.22388648309,2976308341.101583
"Russell County, KS",331.7467186,0,1,0,22,40,87,13,1,6933,380.0,72189.27594460803,238104667.28812677
"Lucas County, IA",331.5801509,0,3,1,25,59,146,25,4,8746,2065.0,68411.03780580757,178578500.4660951
"Cabell County, WV",331.5042262,2,31,142,147,1289,3150,203,68,97133,6894.0,118736.18290501817,297630834.11015844
"Seminole County, FL",331.39085539999996,17,86,357,985,2478,7200,504,17,436041,80543.0,126286.30844656473,595261668.2203169
"Aiken County, SC",331.3517201,13,53,108,370,1618,4344,571,6,164176,14404.0,103056.71322048866,476209334.5762535
"Crawford County, KS",330.97408219999994,1,24,10,96,371,1334,73,19,39278,9343.0,87017.0823279018,357157000.9321901
"Ashland County, WI",330.9190809,0,1,2,50,78,411,14,1,16016,4132.0,89137.84200964942,416683167.7542218
"Appanoose County, IA",330.9171131,0,6,0,36,141,218,23,11,12692,3096.0,74828.43680366191,357157000.9321901
"Albany County, NY",330.6781345,5,69,318,623,1497,7210,265,19,306945,61751.0,109097.32152268557,476209334.5762535
"Matagorda County, TX",330.67337119999996,1,11,19,90,290,770,23,5,36592,1599.0,78834.40548269294,238104667.28812677
"Indiana County, PA",330.5031626,5,29,16,240,310,990,53,10,87745,8375.0,92357.44939852114,654787835.0423486
"Montgomery County, IL",330.4781817,0,5,3,90,102,388,16,4,29654,7419.0,89455.99326577868,595261668.2203169
"Minnehaha County, SD",329.5479849,2,139,60,391,863,3595,271,54,179640,62642.0,115748.1384174416,595261668.2203169
"Webster Parish, LA",329.41639219999996,1,11,13,109,153,351,32,1,40678,5717.0,89270.57448252712,238104667.28812677
"Marion County, AR",328.6670724,0,6,1,47,117,190,6,1,16430,1257.0,64630.425233943366,178578500.4660951
"Gordon County, GA",328.20991089999995,4,10,11,158,345,1110,63,1,55757,5746.0,100485.7066846252,119052333.64406338
"Blaine County, ID",328.1916639,1,4,0,65,61,114,24,2,21329,3253.0,124616.66191900511,119052333.64406338
"San Luis Obispo County, CA",327.73483139999996,6,69,78,753,1568,4266,418,87,276443,69394.0,134710.7967964786,952418669.1525073
"Nacogdoches County, TX",327.56773300000003,1,24,30,159,430,1358,67,5,65330,12793.0,111942.56728763581,238104667.28812677
"Talladega County, AL",326.77320710000004,3,25,39,198,1028,2262,185,8,81096,10317.0,91072.08444410811,416683167.7542218
"Duplin County, NC",326.2099727,9,15,24,148,633,806,64,12,60084,3791.0,49720.233561740475,357157000.9321901
"Webster County, WV",326.0991791,3,0,1,25,26,29,4,0,8893,562.0,65679.39942490525,119052333.64406338
"Yadkin County, NC",325.9897997,2,6,6,110,376,552,35,6,38038,1802.0,82283.24163718929,178578500.4660951
"Washington County, AL",325.88730219999997,2,3,3,46,68,146,23,6,16877,598.0,108568.87233822902,297630834.11015844
"West Baton Rouge Parish, LA",325.56057460000005,4,2,7,67,72,565,34,1,24573,3107.0,102535.29043907602,119052333.64406338
"Lincoln Parish, LA",324.7985827,3,12,29,110,378,889,23,0,47414,9230.0,92196.93129181792,297630834.11015844
"Union County, TN",324.57334310000005,2,7,9,44,237,403,47,13,19102,388.0,60115.687218832594,59526166.82203169
"Tama County, IA",324.3058716,0,2,0,55,45,63,9,17,17576,1813.0,93876.65156820262,357157000.9321901
"Citrus County, FL",323.82908139999995,5,26,57,363,737,1971,129,16,139271,9465.0,91301.4591350375,357157000.9321901
"Lake County, FL",323.6655694,8,65,130,794,2003,4934,375,25,308034,57837.0,96622.03470750923,1011944835.974539
"Wood County, WV",323.4414167,1,28,35,216,619,1876,109,29,86569,15754.0,92536.48477390411,238104667.28812677
"Lake County, TN",323.3734316,0,0,2,23,28,56,4,4,7731,713.0,70404.54932841929,59526166.82203169
"Wilson County, TN",323.09647789999997,4,17,44,329,569,1855,160,5,121945,10861.0,129369.79229880951,119052333.64406338
"Valley County, ID",322.7149698,0,9,0,22,47,151,6,1,9606,978.0,119655.13459662099,59526166.82203169
"Craighead County, AR",322.205581,4,29,82,212,1387,2285,110,18,101488,2524.0,70987.33731720525,238104667.28812677
"Pierce County, GA",322.1037068,0,4,16,41,143,218,13,0,18938,249.0,137638.688417712,119052333.64406338
"Stillwater County, MT",321.95750160000006,0,4,1,25,54,62,6,1,9318,1197.0,106900.51243176837,119052333.64406338
"Salt Lake County, UT",321.9350184,27,487,773,2188,6584,35187,4226,128,1079721,199969.0,134256.969541,654787835.0423486
"Sabine Parish, LA",321.8485661,0,3,6,69,73,472,4,0,24235,727.0,75094.0624670636,238104667.28812677
"Howell County, MO",321.8379422,1,6,4,119,312,1074,65,4,40393,955.0,108337.1337007598,119052333.64406338
"Shelby County, TX",321.80521089999996,5,10,18,50,169,373,34,3,25792,2830.0,85274.41963486421,178578500.4660951
"Logan County, KS",321.65832739999996,0,0,0,9,8,15,1,0,2798,117.0,150816.2318733358,119052333.64406338
"Putnam County, WV",321.270962,1,8,9,164,157,655,31,1,56650,6733.0,135738.13841891734,178578500.4660951
"McDowell County, WV",320.94270930000005,0,6,5,56,91,171,105,3,20876,1275.0,52380.861884141996,714314001.8643804
"Ripley County, MO",320.69555299999996,0,1,1,43,95,361,17,2,14032,337.0,53493.70863735944,119052333.64406338
"Dodge County, GA",320.4373027,0,5,4,59,211,714,20,0,21221,2747.0,73534.79181495584,297630834.11015844
"Swain County, NC",320.10243280000003,1,4,1,39,120,195,10,0,14058,1031.0,103712.43292860506,119052333.64406338
"McLean County, IL",320.0742068,1,73,84,401,770,2793,89,25,174647,23992.0,121368.43258124449,654787835.0423486
"Yavapai County, AZ",319.80216889999997,12,44,47,584,943,3186,221,42,215133,48092.0,94161.55305722558,1071471002.7965708
"San Augustine County, TX",319.3066484,0,1,3,24,36,79,13,1,8769,738.0,98608.82196575055,119052333.64406338
"Beaver County, PA",319.1958381,6,36,84,417,632,3048,129,14,170115,22460.0,94228.55289686215,892892502.3304756
"Pasco County, FL",319.03125539999996,12,107,304,1094,3597,8943,657,91,475502,81026.0,89710.03149565101,1190523336.4406343
"Licking County, OH",318.9309577,0,87,66,384,1087,3618,151,55,168375,9006.0,125440.26074136137,714314001.8643804
"Lowndes County, GA",318.8210705,5,44,97,214,901,2342,111,13,112916,2184.0,70681.26164783392,238104667.28812677
"Lee County, TX",318.7394756,0,5,3,45,91,226,12,0,16628,2155.0,77004.49589161275,119052333.64406338
"Doniphan County, KS",318.4307732,0,2,0,23,46,56,13,2,7851,1499.0,90371.78625569899,416683167.7542218
"Ford County, IL",318.1029497,0,11,1,32,64,122,3,0,13832,287.0,97712.94309293541,119052333.64406338
"Geneva County, AL",318.03045610000004,0,7,5,73,162,394,34,9,26727,3178.0,84993.27652552964,238104667.28812677
